Date,Package,Title
7/22/15,PlotPrjNetworks,Useful Networking Tools for Project Management
7/19/15,nordklimdata1,Dataset for Climate Analysis with Data from the Nordic Region
7/19/15,thermocouple,"Temperature Measurement with Thermocouples, RTD and IC Sensors"
7/18/15,kappalab,Non-Additive Measure and Integral Manipulation Functions
7/17/15,gamlss.demo,Demos for GAMLSS
7/17/15,RSpincalc,"Conversion Between Attitude Representations of DCM, Euler Angles, Quaternions, and Euler Vectors"
7/16/15,captioner,Numbers Figures and Creates Simple Captions
7/16/15,efflog,The Causal Effects for a Causal Loglinear Model
7/15/15,deducorrect,"Deductive Correction, Deductive Imputation, and Deterministic Correction"
7/15/15,locfdr,Computes Local False Discovery Rates
7/15/15,verification,Weather Forecast Verification Utilities
7/14/15,decode,Differential Co-Expression and Differential Expression Analysis
7/14/15,SoundexBR,Phonetic-Coding for Portuguese
7/13/15,dynpred,"Companion Package to ""Dynamic Prediction in Clinical Survival Analysis"""
7/13/15,igraphdata,A Collection of Network Data Sets for the 'igraph' Package
7/12/15,appnn,Amyloid Propensity Prediction Neural Network
7/11/15,operators,Additional Binary Operators
7/11/15,penalizedLDA,Penalized Classification using Fisher's Linear Discriminant
7/10/15,recoder,A Simple and Flexible Recoder
7/10/15,scout,Implements the Scout Method for Covariance-Regularized Regression
7/9/15,downloader,Download Files over HTTP and HTTPS
7/9/15,penDvine,Flexible Pair-Copula Estimation in D-Vines using Bivariate Penalized Splines
7/8/15,aTSA,Alternative Time Series Analysis
7/8/15,GSM,Gamma Shape Mixture
7/8/15,HWEintrinsic,Objective Bayesian Testing for the Hardy-Weinberg Equilibrium Problem
7/8/15,mederrRank,Bayesian Methods for Identifying the Most Harmful Medication Errors
7/8/15,spatialCovariance,Computation of Spatial Covariance Matrices for Data on Rectangles
7/8/15,StatDataML,Read and Write StatDataML Files
7/8/15,tailloss,Estimate the Probability in the Upper Tail of the Aggregate Loss Distribution
7/8/15,tspmeta,Instance Feature Calculation and Evolutionary Instance Generation for the Traveling Salesman Problem
7/8/15,vardiag,Variogram Diagnostics
7/7/15,SocialPosition,Social Position Indicators Construction Toolbox
7/4/15,forams,Foraminifera and Community Ecology Analyses
7/4/15,nat.utils,File System Utility Functions for 'NeuroAnatomy Toolbox'
7/4/15,OrdFacReg,"Least Squares, Logistic, and Cox-Regression with Ordered Predictors"
7/3/15,abd,The Analysis of Biological Data
7/3/15,logcondiscr,Estimate a Log-Concave Probability Mass Function from Discrete i.i.d. Observations
7/3/15,modehunt,Multiscale Analysis for Density Functions
7/3/15,powerGWASinteraction,Power Calculations for GxE and GxG Interactions for GWAS
7/3/15,rseedcalc,Estimating the Proportion of Genetically Modified Seeds in Seedlots via Multinomial Group Testing
7/3/15,selectMeta,Estimation of Weight Functions in Meta Analysis
7/3/15,spd,Semi Parametric Distribution
7/3/15,tagcloud,Tag Clouds
7/2/15,autoencoder,Sparse Autoencoder for Automatic Learning of Representative Features from Unlabeled Data
7/2/15,NHANES,Data from the US National Health and Nutrition Examination Study
7/2/15,SRCS,Statistical Ranking Color Scheme for Multiple Pairwise Comparisons
7/2/15,translation.ko,R Manuals Literally Translated in Korean
7/1/15,CompR,Paired Comparison Data Analysis
7/1/15,MiRSEA,'MicroRNA' Set Enrichment Analysis
7/1/15,spectralGP,Approximate Gaussian Processes Using the Fourier Basis
6/30/15,Maeswrap,Wrapper Functions for MAESTRA/MAESPA
6/27/15,knitLatex,'Knitr' Helpers - Mostly Tables
6/26/15,parallelML,A Parallel-Voting Algorithm for many Classifiers
6/26/15,SenSrivastava,Datasets from Sen & Srivastava
6/23/15,ssanv,Sample Size Adjusted for Nonadherence or Variability of Input Parameters
6/22/15,sbmSDP,Semidefinite Programming for Fitting Block Models of Equal Block Sizes
6/19/15,Sejong,KoNLP static dictionaries and Sejong project resources
6/3/15,score,A Package to Score Behavioral Questionnaires
6/1/15,dkDNA,Diffusion Kernels on a Set of Genotypes
5/30/15,RcellData,Example Dataset for 'Rcell' Package
5/23/15,restimizeapi,Functions for Working with the 'www.estimize.com' Web Services
5/21/15,riceware,A Diceware Passphrase Implementation
5/21/15,xtermStyle,Terminal Text Formatting Using Escape Sequences
5/14/15,MCTM,Markov Chains Transition Matrices
5/10/15,csn,Closed Skew-Normal Distribution
5/9/15,aprean3,"Datasets from Draper and Smith ""Applied Regression Analysis"" (3rd Ed., 1998)"
5/7/15,dummy,Automatic Creation of Dummies with Support for Predictive Modeling
5/5/15,abc.data,Data Only: Tools for Approximate Bayesian Computation (ABC)
5/5/15,optifunset,Set Options if Unset
5/4/15,clustering.sc.dp,Optimal Distance-Based Clustering for Multidimensional Data with Sequential Constraint
5/2/15,GDAdata,Datasets for the Book Graphical Data Analysis with R
5/2/15,ig.vancouver.2014.topcolour,Instagram 2014 Vancouver Top Colour Dataset
5/2/15,muir,Exploring Data with Tree Data Structures
5/2/15,survJamda.data,Data for Package 'survJambda'
5/1/15,CDNmoney,Components of Canadian Monetary and Credit Aggregates
4/27/15,mded,Measuring the Difference Between Two Empirical Distributions
4/21/15,ensurer,Ensure Values at Runtime
4/21/15,managelocalrepo,Manage a CRAN-Style Local Repository
4/16/15,smoother,Functions Relating to the Smoothing of Numerical Data
4/13/15,rstackdeque,Persistent Fast Amortized Stack and Queue Data Structures
4/9/15,expsmooth,"Data Sets from ""Forecasting with Exponential Smoothing"""
4/9/15,groupRemMap,Regularized Multivariate Regression for Identifying Master Predictors Using the GroupRemMap Penalty
4/3/15,RKEA,R/KEA Interface
3/11/15,blatr,Send Emails Using 'Blat' for Windows
3/11/15,MCL,Markov Cluster Algorithm
3/5/15,gtop,Game-Theoretically OPtimal (GTOP) Reconciliation Method
2/28/15,laketemps,Lake Temperatures Collected by Situ and Satellite Methods from 1985-2009
2/25/15,FGSG,Feature Grouping and Selection Over an Undirected Graph
2/22/15,R.huge,Methods for Accessing Huge Amounts of Data [deprecated]
2/20/15,fastpseudo,Fast Pseudo Observations
2/19/15,Simile,Interact with Simile Models
2/17/15,IBDLabels,Convert Between Different IBD-State Labelling Schemes
2/13/15,ROAuth,R Interface For OAuth
2/12/15,FastKNN,Fast k-Nearest Neighbors
2/6/15,SimilarityMeasures,Trajectory Similarity Measures
2/3/15,RPPairwiseDesign,Resolvable partially pairwise balanced design and Space-filling design via association scheme
1/31/15,d3Network,"Tools for creating D3 JavaScript network, tree, dendrogram, and Sankey graphs from R"
1/28/15,SLHD,Maximin-Distance (Sliced) Latin Hypercube Designs
1/27/15,tufterhandout,Tufte-style html document format for rmarkdown
1/23/15,pbivnorm,Vectorized Bivariate Normal CDF
1/13/15,readMLData,Reading Machine Learning Benchmark Data Sets in Different Formats
1/13/15,traj,Trajectory Analysis
1/12/15,penMSM,Estimating Regularized Multi-state Models Using L1 Penalties
1/11/15,leiv,Bivariate Linear Errors-In-Variables Estimation
1/8/15,noia,Implementation of the Natural and Orthogonal InterAction (NOIA) model
1/4/15,EntropyEstimation,Estimation of Entropy and Related Quantities
1/4/15,jiebaRD,Chinese Text Segmentation Data for jiebaR Package
1/1/15,Storm,Write Storm Bolts in R using the Storm Multi-Language Protocol
12/30/14,ParDNAcopy,"Parallel implementation of the ""segment"" function of package ""DNAcopy"""
12/24/14,historydata,Data Sets for Historians
12/24/14,manipulate,Interactive Plots for RStudio
12/24/14,OutrankingTools,Functions for Solving Multiple-criteria Decision-making Problems
12/20/14,orgR,Analyse Text Files Created by Emacs' Org mode
12/20/14,SCEPtERbinary,Stellar CharactEristics Pisa Estimation gRid for Binary Systems
12/20/14,tcltk2,Tcl/Tk Additions
12/18/14,selfingTree,Genotype Probabilities in Intermediate Generations of Inbreeding Through Selfing
12/17/14,RcppDL,Deep Learning Methods via Rcpp
12/9/14,RDataCanvas,Basic Runtime Support for Datacanvas.io
12/3/14,rngSetSeed,Seeding the Default RNG with a Numeric Vector
12/3/14,sequences,Generic and Biological Sequences
12/2/14,radar,Fundamental Formulas for Radar
12/1/14,MindOnStats,Data sets included in Utts and Heckard's Mind on Statistics
11/25/14,acss,Algorithmic Complexity for Short Strings
11/5/14,MGL,Module Graphical Lasso
10/31/14,tuple,"Find every match, or orphan, duplicate, triplicate, or other replicated values"
10/27/14,qdm,Fitting a Quadrilateral Dissimilarity Model to Same-Different Judgments
10/27/14,ropensecretsapi,R Package for the OpenSecrets.org API
10/20/14,icapca,Mixed ICA/PCA
10/20/14,MDSGUI,A GUI for interactive MDS in R
10/20/14,Rook,Rook - a web server interface for R
10/14/14,dice,Calculate probabilities of various dice-rolling events
9/21/14,RcmdrPlugin.MA,Graphical User Interface for Conducting Meta-Analyses in R
9/21/14,trotter,"Pseudo-Vectors Containing All Permutations, Combinations and Subsets of Objects Taken from a Vector"
9/15/14,propOverlap,Feature (gene) selection based on the Proportional Overlapping Scores
9/9/14,globalOptTests,Objective functions for benchmarking the performance of global optimization algorithms
9/4/14,helloJavaWorld,Hello Java World
9/4/14,insuranceData,A Collection of Insurance Datasets Useful in Risk Classification in Non-life Insurance
9/4/14,pqantimalarials,web tool for estimating under-five deaths caused by poor-quality antimalarials in sub-Saharan Africa
8/28/14,cgAUC,Calculate AUC-type measure when gold standard is continuous and the corresponding optimal linear combination of variables with respect to it
8/22/14,wpp2012,World Population Prospects 2012
8/22/14,xlsxjars,Package required POI jars for the xlsx package
8/18/14,bigmemory.sri,A shared resource interface for Bigmemory Project packages
8/15/14,rtype,A strong type system for R
8/13/14,growthrate,Bayesian reconstruction of growth velocity
8/12/14,astrodatR,Astronomical Data
8/8/14,itertools2,itertools2: Functions creating iterators for efficient looping
8/3/14,sanitizers,C/C++ source code to trigger Address and Undefined Behaviour Sanitizers
8/1/14,subgroup,Methods for exploring treatment effect heterogeneity in subgroup analysis of clinical trials
7/22/14,nasaweather,Collection of datasets from the ASA 2006 data expo
7/21/14,ineq,"Measuring Inequality, Concentration, and Poverty"
7/20/14,SBRect,Detecting structural breaks using rectangle covering (non-parametric method)
7/16/14,functional,"Curry, Compose, and other higher-order functions"
7/6/14,rkvo,Read Key/Value Pair Observations
7/3/14,qualCI,Causal Inference with Qualitative and Ordinal Information on Outcomes
6/30/14,stressr,Fetch and plot financial stress index and component data
6/26/14,pedigreemm,Pedigree-based mixed-effects models
6/18/14,localsolver,R API to LocalSolver
6/16/14,arnie,"""Arnie"" box office records 1982-2014"
6/12/14,ustyc,Fetch US Treasury yield curve data
6/11/14,tm.plugin.alceste,Import texts from files in the Alceste format using the tm text mining framework
6/10/14,gsmoothr,Smoothing tools
6/10/14,HiCseg,Detection of domains in HiC data
5/19/14,hawkes,Hawkes process simulation and calibration toolkit
5/13/14,samplingEstimates,Sampling Estimates
5/6/14,FLR,Fuzzy Logic Rule Classifier
5/5/14,truncSP,Semi-parametric estimators of truncated regression models
4/30/14,lar,History of labour relations package
4/27/14,plusser,A Google+ Interface for R
4/15/14,RGIFT,Create quizzes in GIFT Format
4/10/14,ora,Convenient Tools for Working with Oracle Databases
4/5/14,acss.data,Data Only: Algorithmic Complexity of Short Strings (Computed via Coding Theorem Method)
4/5/14,isotonic.pen,Penalized Isotonic Regression in one and two dimensions
4/3/14,pcg,Preconditioned Conjugate Gradient Algorithm for solving Ax=b
3/25/14,Devore7,"Data sets from Devore's ""Prob and Stat for Eng (7th ed)"""
3/19/14,fontcm,Computer Modern font for use with extrafont package
3/15/14,sbioPN,sbioPN: Simulation of deterministic and stochastic spatial biochemical reaction networks using Petri Nets
3/12/14,itertools,Iterator Tools
3/12/14,LIStest,Tests of independence based on the Longest Increasing Subsequence
3/11/14,SASmixed,"Data sets from ""SAS System for Mixed Models"""
3/10/14,XML2R,EasieR XML data collection
3/9/14,regsubseq,Detect and Test Regular Sequences and Subsequences
3/4/14,bioPN,Simulation of deterministic and stochastic biochemical reaction networks using Petri Nets
3/2/14,partitionMetric,Compute a distance metric between two partitions of a set
2/24/14,gridBase,Integration of base and grid graphics
2/22/14,blender,Analyze biotic homogenization of landscapes
2/22/14,hcci,Interval estimation for the parameters of linear models with heteroskedasticity (Wild Bootstrap)
2/21/14,eulerian,eulerian: A package to find eulerian paths from graphs
2/21/14,zendeskR,Zendesk API Wrapper
2/20/14,lorec,LOw Rand and sparsE Covariance matrix estimation
2/17/14,turner,Turn vectors and lists of vectors into indexed structures
2/7/14,cpca,Methods to perform Common Principal Component Analysis (CPCA)
1/26/14,sqliter,Connection wrapper to SQLite databases
1/19/14,blockmatrix,blockmatrix: Tools to solve algebraic systems with partitioned matrices
1/17/14,wpp2008,World Population Prospects 2008
12/30/13,dtt,Discrete Trigonometric Transforms
12/26/13,cpk,Clinical Pharmacokinetics
12/24/13,RcmdrPlugin.sos,Efficiently search the R help pages
12/18/13,bvls,The Stark-Parker algorithm for bounded-variable least squares
12/18/13,VHDClassification,Discrimination/Classification in very high dimension with linear and quadratic rules
12/17/13,g.data,Delayed-Data Packages
12/12/13,BACCO,Bayesian Analysis of Computer Code Output (BACCO)
12/11/13,SOAR,Memory management in R by delayed assignments
12/7/13,hflights,Flights that departed Houston in 2011
12/5/13,Sample.Size,Sample size calculation
12/3/13,png,Read and write PNG images
11/29/13,cycloids,cycloids
11/28/13,LCFdata,Data sets for package “LMERConvenienceFunctions”
11/23/13,growthmodels,Nonlinear Growth Models
11/22/13,msgpackR,A library to serialize or unserialize data in MessagePack format
11/16/13,grade,Binary Grading functions for R
11/14/13,tester,Tests and checks characteristics of R objects
11/6/13,RGenetics,R packages for genetics research
11/4/13,mvShapiroTest,Generalized Shapiro-Wilk test for multivariate normality
10/29/13,cluster.datasets,Cluster Analysis Data Sets
10/22/13,snapshot,Gadget N-body cosmological simulation code snapshot I/O utilities
10/13/13,shinyRGL,Shiny Wrappers for RGL
10/11/13,OptHedging,Estimation of value and hedging strategy of call and put options
9/30/13,topsis,TOPSIS method for multiple-criteria decision making (MCDM)
9/25/13,SubCultCon,Maximum-Likelihood Cultural Consensus Analysis with Sub-Cultures
9/23/13,animalTrack,Animal track reconstruction for high frequency 2-dimensional (2D) or 3-dimensional (3D) movement data
9/23/13,LSMonteCarlo,American options pricing with Least Squares Monte Carlo method
9/16/13,SMCRM,Data Sets for Statistical Methods in Customer Relationship Management by Kumar and Petersen (2012)
9/10/13,FREQ,FREQ: Estimate population size from capture frequencies
9/7/13,ALSCPC,Accelerated line search algorithm for simultaneous orthogonal transformation of several positive definite symmetric matrices to nearly diagonal form
8/23/13,rtematres,The rtematres API package
7/31/13,needy,needy
7/31/13,SparseGrid,Sparse grid integration in R
7/28/13,pwt,"Penn World Table (Versions 5.6, 6.x, 7.x)"
7/23/13,neuroblastoma,Neuroblastoma copy number profiles
7/21/13,suRtex,LaTeX descriptive statistic reporting for survey data
7/16/13,QSARdata,Quantitative Structure Activity Relationship (QSAR) Data Sets
7/14/13,gpk,100 Data Sets for Statistics Education
6/13/13,govStatJPN,functions to get public survey data in Japan
6/10/13,sparktex,Generate LaTeX sparklines in R
